0	0	0	8.5	11.5	6	11.5	14.5	13.25	15.75	14.5	3	11.5	0	20.25	0	12	12.5	11.5	13.25	0	0
25	25	0	14.75	0	1.5	1.5	10.75	1.5	9	0	19.75	23.5	23.5	0	23	0	23	0	19.75	0	0
17.25	17.25	13.75	14.5	1.75	25	0.25	20.5	23.75	17	14.5	13.75	9.75	0	0	24.75	6.75	1	9	8.75	10.5	10.5
0.75	0.75	0	0	0	0	2.25	15.25	0	8	5	5	0	25	0	0	10.75	22.75	8.5	5.75	25	25
22.25	22.25	15.25	5.75	0	7.25	0.5	0	16.5	25	14	13.25	18.5	16.5	0	0.25	15.25	15.25	5.75	12.5	0	0
25	25	25	25	1.75	22	25	12.5	5.75	0	0	0	0	0	25	0.5	11.5	0	13.75	6.5	25	25
0	0	22.25	11.5	8.25	4.25	0	0	11	5.25	3.5	7	8	0	9.25	0	7.5	1.25	21.75	20.5	9	9
19.25	19.25	17.25	11.75	25	0	4.5	9	0	0	4	25	0	18.5	13.75	20.5	2	23.5	0	24.25	0	0
20.25	20.25	9.75	25	25	0	8.25	14.5	22	0	19.5	1.75	8	25	20.25	17	25	24.5	17	0	12.25	12.25
14.75	14.75	0	1.75	0.25	20.25	0.5	23	20.75	0	24	21.25	4.75	0	10.5	0.5	25	25	12.25	21.5	0	0
25	25	0	25	0.5	25	25	7.25	22.75	19.25	5.5	5.75	25	0	25	25	8.5	17.75	25	10.5	19.75	19.75
1.5	1.5	19.5	10.75	1.5	12	5.5	16.75	0	13	1.25	5.5	0	22.5	10.5	5.5	22.25	19.75	23	25	6.75	6.75
18	18	6.5	25	18.5	3	6.25	0	16.25	0	6.5	5	6.5	0.75	0	6.5	6.5	0	0	6.5	0	0
18	18	6.5	25	18.5	3	6.25	0	16.25	0	6.5	5	6.5	0.75	0	6.5	6.5	0	0	6.5	0	0
